Field of Study,Field of Study 2,Correlation,fos_code,fos2_code,same_broad
51.36 Movement and mind-body therapies,51.06 Dental support services and allied professions,0.4629560534655256,51,51,same
51.36 Movement and mind-body therapies,"55.01 French language and literature, generalCAN",0.4543618562962779,51,55,different
51.36 Movement and mind-body therapies,"19.07 Human development, family studies and related services",0.45359139344222016,51,19,different
51.37 Energy-based and biologically-based therapies,51.36 Movement and mind-body therapies,0.5457685640374411,51,51,same
51.37 Energy-based and biologically-based therapies,16.17 Second language learning,0.4838780427784046,51,16,different
51.37 Energy-based and biologically-based therapies,"13.99 Education, other",0.47557829808642066,51,13,different
51.37 Energy-based and biologically-based therapies,16.16 Sign language,0.47147304035089854,51,16,different
51.37 Energy-based and biologically-based therapies,01.82 Veterinary administrative services,0.4616930577511735,51,01,different
51.37 Energy-based and biologically-based therapies,30.17 Behavioural sciences,0.45803770483697775,51,30,different
51.37 Energy-based and biologically-based therapies,30.23 Intercultural/multicultural and diversity studies,0.4579781911852936,51,30,different
51.37 Energy-based and biologically-based therapies,"16.11 Middle/Near Eastern and Semitic languages, literatures and linguistics",0.4541773462829088,51,16,different
51.37 Energy-based and biologically-based therapies,51.33 Alternative and complementary medicine and medical systems,0.4463681839356126,51,51,same
51.37 Energy-based and biologically-based therapies,50.03 Dance,0.43823285309135485,51,50,different
"51.38 Registered nursing, nursing administration, nursing research and clinical nursing",51.07 Health and medical administrative services,0.8758025932226136,51,51,same
"51.38 Registered nursing, nursing administration, nursing research and clinical nursing",51.00 General health services/allied health/health sciences,0.8544822517045694,51,51,same
"51.38 Registered nursing, nursing administration, nursing research and clinical nursing","51.39 Practical nursing, vocational nursing and nursing assistants",0.8338880673750609,51,51,same
"51.38 Registered nursing, nursing administration, nursing research and clinical nursing","19.07 Human development, family studies and related services",0.83216664785431,51,19,different
"51.38 Registered nursing, nursing administration, nursing research and clinical nursing",51.23 Rehabilitation and therapeutic professions,0.8270110854841194,51,51,same
"51.38 Registered nursing, nursing administration, nursing research and clinical nursing","13.01 Education, general",0.826140889137809,51,13,different
"51.38 Registered nursing, nursing administration, nursing research and clinical nursing",44.07 Social work,0.82478585510613045,51,44,different
"51.38 Registered nursing, nursing administration, nursing research and clinical nursing","42.01 Psychology, general",0.8101538942088261,51,42,different
"51.38 Registered nursing, nursing administration, nursing research and clinical nursing","24.01 Liberal arts and sciences, general studies and humanities",0.8096003796796919,51,24,different
"51.38 Registered nursing, nursing administration, nursing research and clinical nursing",51.26 Health aides/attendants/orderlies,0.8079925688883897,51,51,same
"51.39 Practical nursing, vocational nursing and nursing assistants","51.38 Registered nursing, nursing administration, nursing research and clinical nursing",0.8338880673750609,51,51,same
"51.39 Practical nursing, vocational nursing and nursing assistants",51.26 Health aides/attendants/orderlies,0.8243274874069615,51,51,same
"51.39 Practical nursing, vocational nursing and nursing assistants",12.04 Cosmetology and related personal grooming services,0.7958952762052884,51,12,different
"51.39 Practical nursing, vocational nursing and nursing assistants","19.07 Human development, family studies and related services",0.7875855043510528,51,19,different
"51.39 Practical nursing, vocational nursing and nursing assistants",51.06 Dental support services and allied professions,0.7797009412898133,51,51,same
"51.39 Practical nursing, vocational nursing and nursing assistants",51.08 Allied health and medical assisting services,0.7793729452041313,51,51,same
"51.39 Practical nursing, vocational nursing and nursing assistants",51.07 Health and medical administrative services,0.7789095359844043,51,51,same
"51.39 Practical nursing, vocational nursing and nursing assistants",52.04 Business operations support and assistant services,0.7585976108794997,51,52,different
"51.39 Practical nursing, vocational nursing and nursing assistants",44.07 Social work,0.7505915224852716,51,44,different
"51.39 Practical nursing, vocational nursing and nursing assistants",51.35 Somatic bodywork and related therapeutic services,0.7445395707478862,51,51,same
"51.99 Health professions and related programs, other","51.05 Advanced/graduate dentistry and oral sciences (Cert., MS, MSc, PhD)",0.3414126139357928,51,51,same
"51.99 Health professions and related programs, other",61.19 Pediatrics residency/fellowship programs,0.32184295601305585,51,61,different
"51.99 Health professions and related programs, other",41.01 Biology and biotechnology technologies/technicians,0.3101359263522026,51,41,different
"51.99 Health professions and related programs, other",51.11 Health/medical preparatory programs,0.30759013636073324,51,51,same
"51.99 Health professions and related programs, other",30.11 Gerontology,0.3072066389210711,51,30,different
"51.99 Health professions and related programs, other","16.08 Iranian languages, literatures and linguistics",0.2956931531601198,51,16,different
"51.99 Health professions and related programs, other","51.04 Dentistry (DDS, DMD)",0.28962120372148414,51,51,same
"51.99 Health professions and related programs, other",30.17 Behavioural sciences,0.28896076242617513,51,30,different
"51.99 Health professions and related programs, other","51.39 Practical nursing, vocational nursing and nursing assistants",0.28752221315863,51,51,same
"51.99 Health professions and related programs, other",61.13 Obstetrics and gynecology residency/fellowship programs,0.2863789629007065,51,61,different
60.01 Dental residency/fellowship programs,"51.05 Advanced/graduate dentistry and oral sciences (Cert., MS, MSc, PhD)",0.3964331075457156,60,51,different
60.01 Dental residency/fellowship programs,16.06 Modern Greek language and literature,0.3604415377184682,60,16,different
60.01 Dental residency/fellowship programs,30.47 Linguistics and anthropology,0.358279528328674,60,30,different
60.01 Dental residency/fellowship programs,51.17 Optometry (OD),0.3427605140157753,60,51,different
60.01 Dental residency/fellowship programs,01.07 International agriculture,0.3146617092499525,60,01,different
60.01 Dental residency/fellowship programs,30.38 Earth systems science,0.3102914077325921,60,30,different
60.01 Dental residency/fellowship programs,"16.99 Indigenous and foreign languages, literatures and linguistics, other",0.28608025477564486,60,16,different
60.01 Dental residency/fellowship programs,61.08 Internal medicine residency/fellowship programs,0.2851093905850002,60,61,different
60.01 Dental residency/fellowship programs,"16.12 Classics and classical languages, literatures and linguistics",0.28384678220684223,60,16,different
60.01 Dental residency/fellowship programs,61.27 Surgery residency/fellowship programs,0.2757424268059332,60,61,different
60.03 Veterinary residency/fellowship programs,01.13 Agriculture/veterinary preparatory programs,0.6293401248140644,60,01,different
60.03 Veterinary residency/fellowship programs,30.38 Earth systems science,0.4463322390468307,60,30,different
60.03 Veterinary residency/fellowship programs,01.07 International agriculture,0.44281781196772185,60,01,different
60.03 Veterinary residency/fellowship programs,"16.12 Classics and classical languages, literatures and linguistics",0.4170942598013658,60,16,different
60.03 Veterinary residency/fellowship programs,"01.81 Veterinary biomedical and clinical sciences (Cert., MS, MSc, PhD)",0.3341571351574715,60,01,different
60.03 Veterinary residency/fellowship programs,30.36 Cultural studies and comparative literature,0.31280442962596283,60,30,different
60.03 Veterinary residency/fellowship programs,13.07 International and comparative education,0.30526931121404527,60,13,different
60.03 Veterinary residency/fellowship programs,"13.06 Educational assessment, evaluation and research",0.3045171892904582,60,13,different
60.03 Veterinary residency/fellowship programs,"04.08 Architectural history, criticism, and conservation",0.3024060122679809,60,04,different
60.03 Veterinary residency/fellowship programs,40.11 Physics and astronomy,0.28005870921841414,60,40,different
60.07 Nurse practitioner residency/fellowship programs,61.24 Psychiatry residency/fellowship programs,0.6026631352570072,60,61,different
60.07 Nurse practitioner residency/fellowship programs,61.02 Multiple-pathway medical fellowship programs,0.5268883848988449,60,61,different
60.07 Nurse practitioner residency/fellowship programs,61.11 Neurology residency/fellowship programs,0.44561004976774715,60,61,different
60.07 Nurse practitioner residency/fellowship programs,"51.32 Health professions education, ethics, and humanities",0.39797125760857893,60,51,different
60.07 Nurse practitioner residency/fellowship programs,26.14 Molecular medicine,0.39095489798385885,60,26,different
60.07 Nurse practitioner residency/fellowship programs,61.08 Internal medicine residency/fellowship programs,0.38542076181594076,60,61,different
60.07 Nurse practitioner residency/fellowship programs,61.27 Surgery residency/fellowship programs,0.3631801870598188,60,61,different
60.07 Nurse practitioner residency/fellowship programs,61.06 Emergency medicine residency/fellowship programs,0.360800661423132,60,61,different
60.07 Nurse practitioner residency/fellowship programs,61.28 Urology residency/fellowship programs,0.35908263938740526,60,61,different
60.07 Nurse practitioner residency/fellowship programs,27.06 Applied statistics,0.3581341221978853,60,27,different
60.08 Pharmacy residency/fellowship programs,"01.81 Veterinary biomedical and clinical sciences (Cert., MS, MSc, PhD)",0.13337783544231005,60,01,different
60.08 Pharmacy residency/fellowship programs,51.27 Medical illustration and informatics,0.12697235356847622,60,51,different
60.08 Pharmacy residency/fellowship programs,51.01 Chiropractic (DC),0.10963308219883403,60,51,different
60.08 Pharmacy residency/fellowship programs,26.10 Pharmacology and toxicology,0.09465016494330561,60,26,different
60.08 Pharmacy residency/fellowship programs,30.10 Biopsychology,0.08574691808171063,60,30,different
60.08 Pharmacy residency/fellowship programs,"51.20 Pharmacy, pharmaceutical sciences and administration",0.08311666748759239,60,51,different
60.08 Pharmacy residency/fellowship programs,51.12 Medicine,0.08087827494795993,60,51,different
60.08 Pharmacy residency/fellowship programs,30.19 Nutrition sciences,0.0796116197683782,60,30,different
60.08 Pharmacy residency/fellowship programs,51.10 Clinical/medical laboratory science/research and allied professions,0.07573728905051122,60,51,different
60.08 Pharmacy residency/fellowship programs,51.14 Medical clinical sciences/graduate medical studies,0.07533100740321919,60,51,different
61.01 Combined medical residency/fellowship programs,61.28 Urology residency/fellowship programs,0.6138494032385259,61,61,same
61.01 Combined medical residency/fellowship programs,61.11 Neurology residency/fellowship programs,0.5700151601762591,61,61,same
61.01 Combined medical residency/fellowship programs,61.03 Allergy and immunology residency/fellowship programs,0.5371524615932196,61,61,same
61.01 Combined medical residency/fellowship programs,61.02 Multiple-pathway medical fellowship programs,0.5313572492124431,61,61,same
61.01 Combined medical residency/fellowship programs,61.15 Orthopedic surgery residency/fellowship programs,0.5305344996590404,61,61,same
61.01 Combined medical residency/fellowship programs,61.05 Dermatology residency/fellowship programs,0.5050965732925565,61,61,same
61.01 Combined medical residency/fellowship programs,61.14 Ophthalmology residency/fellowship programs,0.4661220360027967,61,61,same
61.01 Combined medical residency/fellowship programs,61.06 Emergency medicine residency/fellowship programs,0.46032652409706015,61,61,same
61.01 Combined medical residency/fellowship programs,61.25 Radiation oncology residency/fellowship programs,0.43686875288970634,61,61,same
61.01 Combined medical residency/fellowship programs,"61.99 Medical residency/fellowship programs, other",0.43686875288970634,61,61,same
61.02 Multiple-pathway medical fellowship programs,61.28 Urology residency/fellowship programs,0.7199593733627372,61,61,same
61.02 Multiple-pathway medical fellowship programs,61.05 Dermatology residency/fellowship programs,0.6305879327508365,61,61,same
61.02 Multiple-pathway medical fellowship programs,61.25 Radiation oncology residency/fellowship programs,0.6133839016173019,61,61,same
61.02 Multiple-pathway medical fellowship programs,"61.99 Medical residency/fellowship programs, other",0.6133839016173019,61,61,same
61.02 Multiple-pathway medical fellowship programs,61.24 Psychiatry residency/fellowship programs,0.6105293706765328,61,61,same
61.02 Multiple-pathway medical fellowship programs,61.06 Emergency medicine residency/fellowship programs,0.5750743398719822,61,61,same
61.02 Multiple-pathway medical fellowship programs,61.17 Otolaryngology residency/fellowship programs,0.5550041637387485,61,61,same
61.02 Multiple-pathway medical fellowship programs,61.11 Neurology residency/fellowship programs,0.5324078679976374,61,61,same
61.02 Multiple-pathway medical fellowship programs,61.01 Combined medical residency/fellowship programs,0.5313572492124431,61,61,same
61.02 Multiple-pathway medical fellowship programs,60.07 Nurse practitioner residency/fellowship programs,0.5268883848988449,61,60,different
61.03 Allergy and immunology residency/fellowship programs,61.25 Radiation oncology residency/fellowship programs,0.8172956303988304,61,61,same
61.03 Allergy and immunology residency/fellowship programs,"61.99 Medical residency/fellowship programs, other",0.8172956303988304,61,61,same
61.03 Allergy and immunology residency/fellowship programs,61.12 Nuclear medicine residency/fellowship programs,0.817289370499164,61,61,same
61.03 Allergy and immunology residency/fellowship programs,61.09 Medical genetics and genomics residency/fellowship programs,0.707798328326094,61,61,same
61.03 Allergy and immunology residency/fellowship programs,61.05 Dermatology residency/fellowship programs,0.634315871463605,61,61,same
61.03 Allergy and immunology residency/fellowship programs,61.06 Emergency medicine residency/fellowship programs,0.579619581801074,61,61,same
61.03 Allergy and immunology residency/fellowship programs,61.28 Urology residency/fellowship programs,0.5773432298978696,61,61,same
61.03 Allergy and immunology residency/fellowship programs,61.01 Combined medical residency/fellowship programs,0.5371524615932196,61,61,same
61.03 Allergy and immunology residency/fellowship programs,61.11 Neurology residency/fellowship programs,0.5371477133261404,61,61,same
61.03 Allergy and immunology residency/fellowship programs,61.02 Multiple-pathway medical fellowship programs,0.5029564102187639,61,61,same
61.04 Anesthesiology residency/fellowship programs,61.27 Surgery residency/fellowship programs,0.48349581602615993,61,61,same
61.04 Anesthesiology residency/fellowship programs,61.13 Obstetrics and gynecology residency/fellowship programs,0.41922836546585485,61,61,same
61.04 Anesthesiology residency/fellowship programs,61.19 Pediatrics residency/fellowship programs,0.4182015389987777,61,61,same
61.04 Anesthesiology residency/fellowship programs,61.28 Urology residency/fellowship programs,0.4053493216070115,61,61,same
61.04 Anesthesiology residency/fellowship programs,61.07 Family medicine residency/fellowship programs,0.40354905928340384,61,61,same
61.04 Anesthesiology residency/fellowship programs,61.08 Internal medicine residency/fellowship programs,0.3918469433548951,61,61,same
61.04 Anesthesiology residency/fellowship programs,61.11 Neurology residency/fellowship programs,0.3721136386544915,61,61,same
61.04 Anesthesiology residency/fellowship programs,61.03 Allergy and immunology residency/fellowship programs,0.35845679862922053,61,61,same
61.04 Anesthesiology residency/fellowship programs,61.02 Multiple-pathway medical fellowship programs,0.3482512611843579,61,61,same
61.04 Anesthesiology residency/fellowship programs,61.18 Pathology residency/fellowship programs,0.34592527115678295,61,61,same
61.05 Dermatology residency/fellowship programs,"61.99 Medical residency/fellowship programs, other",0.7745967657814956,61,61,same
61.05 Dermatology residency/fellowship programs,61.28 Urology residency/fellowship programs,0.7291968316475053,61,61,same
61.05 Dermatology residency/fellowship programs,61.03 Allergy and immunology residency/fellowship programs,0.634315871463605,61,61,same
61.05 Dermatology residency/fellowship programs,61.02 Multiple-pathway medical fellowship programs,0.6305879327508365,61,61,same
61.05 Dermatology residency/fellowship programs,61.21 Plastic surgery residency/fellowship programs,0.6299542377872139,61,61,same
61.05 Dermatology residency/fellowship programs,61.25 Radiation oncology residency/fellowship programs,0.5169047767449194,61,61,same
61.05 Dermatology residency/fellowship programs,61.12 Nuclear medicine residency/fellowship programs,0.5169008059912072,61,61,same
61.05 Dermatology residency/fellowship programs,61.01 Combined medical residency/fellowship programs,0.5050965732925565,61,61,same
61.05 Dermatology residency/fellowship programs,61.11 Neurology residency/fellowship programs,0.5050921083899408,61,61,same
61.05 Dermatology residency/fellowship programs,61.15 Orthopedic surgery residency/fellowship programs,0.47290803820763105,61,61,same
61.06 Emergency medicine residency/fellowship programs,61.25 Radiation oncology residency/fellowship programs,0.7078042244328352,61,61,same
61.06 Emergency medicine residency/fellowship programs,61.03 Allergy and immunology residency/fellowship programs,0.579619581801074,61,61,same
61.06 Emergency medicine residency/fellowship programs,61.02 Multiple-pathway medical fellowship programs,0.5750743398719822,61,61,same
61.06 Emergency medicine residency/fellowship programs,61.26 Radiology residency/fellowship programs,0.5437954509477375,61,61,same
61.06 Emergency medicine residency/fellowship programs,"61.99 Medical residency/fellowship programs, other",0.4718700876819612,61,61,same
61.06 Emergency medicine residency/fellowship programs,61.12 Nuclear medicine residency/fellowship programs,0.4718664593215345,61,61,same
61.06 Emergency medicine residency/fellowship programs,61.24 Psychiatry residency/fellowship programs,0.4702266913719388,61,61,same
61.06 Emergency medicine residency/fellowship programs,61.20 Physical medicine and rehabilitation residency/fellowship programs,0.46578759633626327,61,61,same
61.06 Emergency medicine residency/fellowship programs,61.11 Neurology residency/fellowship programs,0.4615386273726526,61,61,same
61.06 Emergency medicine residency/fellowship programs,61.01 Combined medical residency/fellowship programs,0.46032652409706015,61,61,same
61.07 Family medicine residency/fellowship programs,61.27 Surgery residency/fellowship programs,0.5787757492879105,61,61,same
61.07 Family medicine residency/fellowship programs,61.13 Obstetrics and gynecology residency/fellowship programs,0.5608409296573728,61,61,same
61.07 Family medicine residency/fellowship programs,26.04 Cell/cellular biology and anatomical sciences,0.5476342420669804,61,26,different
61.07 Family medicine residency/fellowship programs,51.14 Medical clinical sciences/graduate medical studies,0.5381403589168776,61,51,different
61.07 Family medicine residency/fellowship programs,"51.32 Health professions education, ethics, and humanities",0.5292628304654443,61,51,different
61.07 Family medicine residency/fellowship programs,01.80 Veterinary medicine (DVM),0.528511383043219,61,01,different
61.07 Family medicine residency/fellowship programs,"51.04 Dentistry (DDS, DMD)",0.5278443718662554,61,51,different
61.07 Family medicine residency/fellowship programs,51.12 Medicine,0.5258430852701022,61,51,different
61.07 Family medicine residency/fellowship programs,30.19 Nutrition sciences,0.5047085022036844,61,30,different
61.07 Family medicine residency/fellowship programs,61.08 Internal medicine residency/fellowship programs,0.5044275180665346,61,61,same
61.08 Internal medicine residency/fellowship programs,61.27 Surgery residency/fellowship programs,0.5872326751965486,61,61,same
61.08 Internal medicine residency/fellowship programs,61.19 Pediatrics residency/fellowship programs,0.5725875843119974,61,61,same
61.08 Internal medicine residency/fellowship programs,"51.32 Health professions education, ethics, and humanities",0.5570283196583988,61,51,different
61.08 Internal medicine residency/fellowship programs,61.13 Obstetrics and gynecology residency/fellowship programs,0.5496739019236905,61,61,same
61.08 Internal medicine residency/fellowship programs,61.07 Family medicine residency/fellowship programs,0.5044275180665346,61,61,same
61.08 Internal medicine residency/fellowship programs,"51.05 Advanced/graduate dentistry and oral sciences (Cert., MS, MSc, PhD)",0.49687685127317965,61,51,different
61.08 Internal medicine residency/fellowship programs,30.19 Nutrition sciences,0.4752436509385893,61,30,different
61.08 Internal medicine residency/fellowship programs,26.04 Cell/cellular biology and anatomical sciences,0.4740389938829241,61,26,different
61.08 Internal medicine residency/fellowship programs,61.18 Pathology residency/fellowship programs,0.45688532147129446,61,61,same
61.08 Internal medicine residency/fellowship programs,51.14 Medical clinical sciences/graduate medical studies,0.45257403958236075,61,51,different
61.09 Medical genetics and genomics residency/fellowship programs,61.03 Allergy and immunology residency/fellowship programs,0.707798328326094,61,61,same
61.09 Medical genetics and genomics residency/fellowship programs,61.25 Radiation oncology residency/fellowship programs,0.5784804809445133,61,61,same
61.09 Medical genetics and genomics residency/fellowship programs,"61.99 Medical residency/fellowship programs, other",0.5784804809445133,61,61,same
61.09 Medical genetics and genomics residency/fellowship programs,61.12 Nuclear medicine residency/fellowship programs,0.5762163694731063,61,61,same
61.09 Medical genetics and genomics residency/fellowship programs,61.05 Dermatology residency/fellowship programs,0.44896771345264913,61,61,same
61.09 Medical genetics and genomics residency/fellowship programs,61.06 Emergency medicine residency/fellowship programs,0.41025377106386984,61,61,same
61.09 Medical genetics and genomics residency/fellowship programs,61.28 Urology residency/fellowship programs,0.4086457152242133,61,61,same
61.09 Medical genetics and genomics residency/fellowship programs,61.01 Combined medical residency/fellowship programs,0.3801956143719273,61,61,same
61.09 Medical genetics and genomics residency/fellowship programs,61.11 Neurology residency/fellowship programs,0.3801922535564261,61,61,same
61.09 Medical genetics and genomics residency/fellowship programs,61.02 Multiple-pathway medical fellowship programs,0.3559917063737343,61,61,same
61.10 Neurological surgery residency/fellowship programs,61.21 Plastic surgery residency/fellowship programs,0.5,61,61,same
61.10 Neurological surgery residency/fellowship programs,"61.99 Medical residency/fellowship programs, other",0.40463678448815066,61,61,same
61.10 Neurological surgery residency/fellowship programs,61.05 Dermatology residency/fellowship programs,0.3109343180882972,61,61,same
61.10 Neurological surgery residency/fellowship programs,61.28 Urology residency/fellowship programs,0.2875395563429228,61,61,same
61.10 Neurological surgery residency/fellowship programs,61.06 Emergency medicine residency/fellowship programs,0.28242362066358523,61,61,same
61.10 Neurological surgery residency/fellowship programs,51.17 Optometry (OD),0.2672210423487987,61,51,different
61.10 Neurological surgery residency/fellowship programs,04.10 Real estate development,0.26382919345794026,61,04,different
61.10 Neurological surgery residency/fellowship programs,61.15 Orthopedic surgery residency/fellowship programs,0.24852241826728844,61,61,same
61.10 Neurological surgery residency/fellowship programs,61.02 Multiple-pathway medical fellowship programs,0.24407892642304352,61,61,same
61.10 Neurological surgery residency/fellowship programs,61.27 Surgery residency/fellowship programs,0.22528271993860835,61,61,same
61.11 Neurology residency/fellowship programs,61.01 Combined medical residency/fellowship programs,0.5700151601762591,61,61,same
61.11 Neurology residency/fellowship programs,61.03 Allergy and immunology residency/fellowship programs,0.5371477133261404,61,61,same
61.11 Neurology residency/fellowship programs,61.02 Multiple-pathway medical fellowship programs,0.5324078679976374,61,61,same
61.11 Neurology residency/fellowship programs,61.05 Dermatology residency/fellowship programs,0.5050921083899408,61,61,same
61.11 Neurology residency/fellowship programs,26.14 Molecular medicine,0.50206322222413,61,26,different
61.11 Neurology residency/fellowship programs,61.14 Ophthalmology residency/fellowship programs,0.46516006332660254,61,61,same
61.11 Neurology residency/fellowship programs,61.06 Emergency medicine residency/fellowship programs,0.4615386273726526,61,61,same
61.11 Neurology residency/fellowship programs,61.28 Urology residency/fellowship programs,0.45847884929715105,61,61,same
61.11 Neurology residency/fellowship programs,60.07 Nurse practitioner residency/fellowship programs,0.44561004976774715,61,60,different
61.11 Neurology residency/fellowship programs,61.25 Radiation oncology residency/fellowship programs,0.4368648911006138,61,61,same
61.11 Neurology residency/fellowship programs,"61.99 Medical residency/fellowship programs, other",0.4368648911006138,61,61,same
61.12 Nuclear medicine residency/fellowship programs,61.03 Allergy and immunology residency/fellowship programs,0.817289370499164,61,61,same
61.12 Nuclear medicine residency/fellowship programs,61.25 Radiation oncology residency/fellowship programs,0.6673147172282536,61,61,same
61.12 Nuclear medicine residency/fellowship programs,"61.99 Medical residency/fellowship programs, other",0.6673147172282536,61,61,same
61.12 Nuclear medicine residency/fellowship programs,61.09 Medical genetics and genomics residency/fellowship programs,0.5762163694731063,61,61,same
61.12 Nuclear medicine residency/fellowship programs,61.05 Dermatology residency/fellowship programs,0.5169008059912072,61,61,same
61.12 Nuclear medicine residency/fellowship programs,61.06 Emergency medicine residency/fellowship programs,0.4718664593215345,61,61,same
61.12 Nuclear medicine residency/fellowship programs,61.28 Urology residency/fellowship programs,0.47000238925293847,61,61,same
61.12 Nuclear medicine residency/fellowship programs,61.26 Radiology residency/fellowship programs,0.4667203000119149,61,61,same
61.12 Nuclear medicine residency/fellowship programs,61.01 Combined medical residency/fellowship programs,0.4368653903691912,61,61,same
61.12 Nuclear medicine residency/fellowship programs,61.11 Neurology residency/fellowship programs,0.4368615286098223,61,61,same
61.13 Obstetrics and gynecology residency/fellowship programs,61.19 Pediatrics residency/fellowship programs,0.5815930015729582,61,61,same
61.13 Obstetrics and gynecology residency/fellowship programs,61.07 Family medicine residency/fellowship programs,0.5608409296573728,61,61,same
61.13 Obstetrics and gynecology residency/fellowship programs,61.27 Surgery residency/fellowship programs,0.5533523871905872,61,61,same
61.13 Obstetrics and gynecology residency/fellowship programs,61.08 Internal medicine residency/fellowship programs,0.5496739019236905,61,61,same
61.13 Obstetrics and gynecology residency/fellowship programs,51.17 Optometry (OD),0.52122894174186,61,51,different
61.13 Obstetrics and gynecology residency/fellowship programs,61.02 Multiple-pathway medical fellowship programs,0.4812114006301963,61,61,same
61.13 Obstetrics and gynecology residency/fellowship programs,61.28 Urology residency/fellowship programs,0.47592442537635155,61,61,same
61.13 Obstetrics and gynecology residency/fellowship programs,61.14 Ophthalmology residency/fellowship programs,0.46872845693112647,61,61,same
61.13 Obstetrics and gynecology residency/fellowship programs,51.27 Medical illustration and informatics,0.436607274415315,61,51,different
61.13 Obstetrics and gynecology residency/fellowship programs,61.04 Anesthesiology residency/fellowship programs,0.41922836546585485,61,61,same
61.14 Ophthalmology residency/fellowship programs,51.17 Optometry (OD),0.6574720098076083,61,51,different
61.14 Ophthalmology residency/fellowship programs,61.28 Urology residency/fellowship programs,0.5109194011235024,61,61,same
61.14 Ophthalmology residency/fellowship programs,61.13 Obstetrics and gynecology residency/fellowship programs,0.46872845693112647,61,61,same
61.14 Ophthalmology residency/fellowship programs,61.01 Combined medical residency/fellowship programs,0.4661220360027967,61,61,same
61.14 Ophthalmology residency/fellowship programs,61.11 Neurology residency/fellowship programs,0.46516006332660254,61,61,same
61.14 Ophthalmology residency/fellowship programs,61.05 Dermatology residency/fellowship programs,0.4456303814929902,61,61,same
61.14 Ophthalmology residency/fellowship programs,"61.99 Medical residency/fellowship programs, other",0.4385805805394822,61,61,same
61.14 Ophthalmology residency/fellowship programs,61.02 Multiple-pathway medical fellowship programs,0.4350380252318921,61,61,same
61.14 Ophthalmology residency/fellowship programs,61.08 Internal medicine residency/fellowship programs,0.4337020267408318,61,61,same
61.14 Ophthalmology residency/fellowship programs,61.19 Pediatrics residency/fellowship programs,0.41599807809938005,61,61,same
61.15 Orthopedic surgery residency/fellowship programs,"61.99 Medical residency/fellowship programs, other",0.6145618535135954,61,61,same
61.15 Orthopedic surgery residency/fellowship programs,61.28 Urology residency/fellowship programs,0.5784836113060539,61,61,same
61.15 Orthopedic surgery residency/fellowship programs,61.01 Combined medical residency/fellowship programs,0.5305344996590404,61,61,same
61.15 Orthopedic surgery residency/fellowship programs,61.21 Plastic surgery residency/fellowship programs,0.5029503197409283,61,61,same
61.15 Orthopedic surgery residency/fellowship programs,61.03 Allergy and immunology residency/fellowship programs,0.49998602141914916,61,61,same
61.15 Orthopedic surgery residency/fellowship programs,61.05 Dermatology residency/fellowship programs,0.47290803820763105,61,61,same
61.15 Orthopedic surgery residency/fellowship programs,61.17 Otolaryngology residency/fellowship programs,0.443003979143235,61,61,same
61.15 Orthopedic surgery residency/fellowship programs,61.12 Nuclear medicine residency/fellowship programs,0.4062294245934718,61,61,same
61.15 Orthopedic surgery residency/fellowship programs,61.25 Radiation oncology residency/fellowship programs,0.40622312775639424,61,61,same
61.15 Orthopedic surgery residency/fellowship programs,51.17 Optometry (OD),0.39053942302795064,61,51,different
61.17 Otolaryngology residency/fellowship programs,61.02 Multiple-pathway medical fellowship programs,0.5550041637387485,61,61,same
61.17 Otolaryngology residency/fellowship programs,"61.99 Medical residency/fellowship programs, other",0.5514887578136122,61,61,same
61.17 Otolaryngology residency/fellowship programs,61.25 Radiation oncology residency/fellowship programs,0.5464522406141827,61,61,same
61.17 Otolaryngology residency/fellowship programs,61.28 Urology residency/fellowship programs,0.514612221832039,61,61,same
61.17 Otolaryngology residency/fellowship programs,61.21 Plastic surgery residency/fellowship programs,0.45073857622948477,61,61,same
61.17 Otolaryngology residency/fellowship programs,61.03 Allergy and immunology residency/fellowship programs,0.4489675284041032,61,61,same
61.17 Otolaryngology residency/fellowship programs,61.15 Orthopedic surgery residency/fellowship programs,0.443003979143235,61,61,same
61.17 Otolaryngology residency/fellowship programs,61.05 Dermatology residency/fellowship programs,0.4232620696761872,61,61,same
61.17 Otolaryngology residency/fellowship programs,61.06 Emergency medicine residency/fellowship programs,0.381410408546654,61,61,same
61.17 Otolaryngology residency/fellowship programs,61.19 Pediatrics residency/fellowship programs,0.36754550191035107,61,61,same
61.18 Pathology residency/fellowship programs,61.08 Internal medicine residency/fellowship programs,0.45688532147129446,61,61,same
61.18 Pathology residency/fellowship programs,26.14 Molecular medicine,0.4422636796463691,61,26,different
61.18 Pathology residency/fellowship programs,"61.99 Medical residency/fellowship programs, other",0.4200796732446745,61,61,same
61.18 Pathology residency/fellowship programs,61.13 Obstetrics and gynecology residency/fellowship programs,0.4031828703428161,61,61,same
61.18 Pathology residency/fellowship programs,61.23 Preventive medicine residency/fellowship programs,0.39304193085944505,61,61,same
61.18 Pathology residency/fellowship programs,61.27 Surgery residency/fellowship programs,0.3912054462867026,61,61,same
61.18 Pathology residency/fellowship programs,61.07 Family medicine residency/fellowship programs,0.385881354081352,61,61,same
61.18 Pathology residency/fellowship programs,61.11 Neurology residency/fellowship programs,0.36207167103227783,61,61,same
61.18 Pathology residency/fellowship programs,"51.32 Health professions education, ethics, and humanities",0.3588294391504807,61,51,different
61.18 Pathology residency/fellowship programs,61.03 Allergy and immunology residency/fellowship programs,0.34809773123578824,61,61,same
